document,req_text
AUTOSAR_RS_Main.pdf,Rationale: BSW is supplied from various sources and suppliers Use Case: heterogenic vehicle networks of ECUs from different suppliers and gateways ⌋ [RS_Main_00124] Acceptance tests shall test interoperability of BSW implemen- tations to applications Upstream requirements: RS_Main_00120 ⌈ Description: Acceptance tests shall test interoperability of BSW implementations to applications.
AUTOSAR_RS_Main.pdf,"Use Case: Strategic, abstract and generic application development Support for different development cycles for applications and BSW implementations ⌋ [RS_Main_00125] Acceptance tests shall provide means to measure the BSW implementation maturity Upstream requirements: RS_Main_00120 ⌈ Description: Acceptance tests shall provide a reference to measure maturity."
AUTOSAR_RS_Main.pdf,Main Requirements AUTOSAR FO R24-11 [RS_Main_00128] Acceptance tests shall cover a commonly agreed subset of AUTOSAR requirements Upstream requirements: RS_Main_00120 ⌈ Description: Acceptance tests shall cover a commonly agreed subset of AUTOSAR requirements.
AUTOSAR_RS_Main.pdf,Use Case: Specification and implementation effort focussed on the features or test cases with the highest market needs ⌋ [RS_Main_00490] AUTOSAR processes shall be compliant to ISO26262 Upstream requirements: RS_Main_00030 ⌈ Description: To develop safety related automotive systems all processes applied need to follow the corresponding requirements given in ISO26262.Accordingly the applicable process related requirements of ISO26262 have to be fulfilled by AUTOSAR processes.
AUTOSAR_RS_Main.pdf,Rationale: AUTOSAR shall support the development of systems according to the highest ASIL.
AUTOSAR_RS_Main.pdf,"AppliesTo: FO Use Case: Development of safety related automotive systems, e.g. to achieve high availability and fail-operational systems for highly automated driving Supporting Material: ISO26262 ⌋ [RS_Main_00512] AUTOSAR shall support time synchronization Upstream requirements: RS_PO_00005, RS_PO_00009 ⌈ Description: The AUTOSAR platforms shall support a time synchronization of ECUs with multiple timebases over automotive communication busses."
AUTOSAR_RS_Main.pdf,"Main Requirements AUTOSAR FO R24-11 [RS_Main_00285] AUTOSAR shall support protocols for Intelligent Transporta- tion Systems Upstream requirements: RS_PO_00003, RS_PO_00004, RS_PO_00005, RS_PO_00009, RS_- PO_00010 ⌈ Description: AUTOSAR communication shall support geo-networking, transport protocols and facility protocols for Vehicle-2-X applications as defined by ETSI Rationale: Geo-networking (GN) and the basic transport protocol (BTP) are essential components of a V2X stack."
AUTOSAR_RS_Main.pdf,Main Requirements AUTOSAR FO R24-11 △ Number Heading [RS_Main_01026] AUTOSAR shall support tracing and profiling on the target and onboard Table A.2: Changed Requirements in R23-11 A.2.3 Deleted Requirements in R23-11 none 46 of 46 Document ID 54: AUTOSAR_FO_RS_Main
NASA_Trick_SRS.html,"Trick source code shall use a POSIX compliant API when accessing POSIX threads (pthreads), mutual exclusions (mutexes), signals, interrupts, and clock routines. [Trick-151]"
NASA_Trick_SRS.html,Trick shall save the number of command line arguments.
NASA_Trick_SRS.html,Trick shall save all command line arguments.
NASA_Trick_SRS.html,Trick shall determine and save the current directory of the simulation executable.
NASA_Trick_SRS.html,Trick shall determine and save the current name of the simulation executable.
NASA_Trick_SRS.html,Trick shall determine and save the current directory of the run input file.
NASA_Trick_SRS.html,Trick shall use the run input directory as the default output directory.
NASA_Trick_SRS.html,Trick shall allow the user to override the output directory.
NASA_Trick_SRS.html,Trick shall provide the option to create timestamped subdirectories within the output directory.
NASA_Trick_SRS.html,Data Recording shall provide the capability to record one or more variables that a user has specified in a log group.
NASA_Trick_SRS.html,Data Recording shall provide the capability to record multiple log groups.
NASA_Trick_SRS.html,Data Recording shall time tag the recorded data with the simulation time.
NASA_Trick_SRS.html,Data Recording shall provide the capability to record each log group at its own user specified frequency
NASA_Trick_SRS.html,Data Recording shall provide the capability to record each log group only when user specified model data changes.
NASA_Trick_SRS.html,Data Recording shall provide the capability to write data to disk without affecting the real-time performance of the simulation.
NASA_Trick_SRS.html,Trick shall not preclude that which cannot be precluded unless Trick is precluded from not precluding the unprecludable.
NASA_Trick_SRS.html,Trick shall plant a tree for every successful simulation built.
NASA_Trick_SRS.html,Trick shall be dolphin safe.
NASA_Trick_SRS.html,Trick shall recycle.
NASA_Trick_SRS.html,Trick shall track simulation elapsed time by an integer count of tics/second
NASA_Trick_SRS.html,Trick shall initialize simulation elapsed time after all initialization class jobs have completed.
NASA_Trick_SRS.html,Trick shall increment simulation elapsed time to the next lowest job call time greater than the current simulation time after all jobs at the current simulation time have completed.
NASA_Trick_SRS.html,Trick shall provide an initialization mode.
NASA_Trick_SRS.html,Trick shall provide a run mode.
NASA_Trick_SRS.html,Trick shall provide a freeze mode.
NASA_Trick_SRS.html,Trick shall provide an exit mode.
NASA_Trick_SRS.html,Trick shall provide a mode command to transition to Freeze.
NASA_Trick_SRS.html,Trick shall provide a mode command to transition to Run.
NASA_Trick_SRS.html,Trick shall provide a mode command to transition to Shutdown.
NASA_Trick_SRS.html,Trick shall provide a method for adding simulation objects to the scheduler prior to execution.
NASA_Trick_SRS.html,"Trick shall order jobs by job_class, then phase, then sim_object id, then job_id."
NASA_Trick_SRS.html,Trick shall execute periodic scheduled jobs during simulation run mode (all scheduled types).
NASA_Trick_SRS.html,Trick shall execute periodic freeze jobs during simulation freeze mode (freeze).
NASA_Trick_SRS.html,Trick shall execute periodic scheduled jobs during simulation run mode at the end of a settable software_frame (end_of_frame).
NASA_Trick_SRS.html,Trick shall assign the initial call time for a periodic job to the current simulation time + job offset.
NASA_Trick_SRS.html,Trick shall reschedule subsequent job call times for a periodic job to the current simulation time + job cycle.
NASA_Trick_SRS.html,Trick shall execute discrete job execution scheduling on simulation startup (default_data).
NASA_Trick_SRS.html,Trick shall execute discrete job execution scheduling during simulation initialization (initialization).
NASA_Trick_SRS.html,Trick shall execute of discrete job execution scheduling upon entering simulation freeze (freeze_init).
NASA_Trick_SRS.html,Trick shall execute of discrete job execution scheduling upon exiting simulation freeze (unfreeze).
NASA_Trick_SRS.html,Trick shall execute discrete job execution scheduling during simulation termination (shutdown).
NASA_Trick_SRS.html,Trick shall provide a method for inserting a job before each initialization and each scheduled job within a simulation.
NASA_Trick_SRS.html,Trick shall provide a method for inserting a job before a single initialization or scheduled job within a simulation.
NASA_Trick_SRS.html,Trick shall provide a method for inserting a job after each initialization and each scheduled job within a simulation.
NASA_Trick_SRS.html,Trick shall provide a method for inserting a job after a single initialization or scheduled job within a simulation.
NASA_Trick_SRS.html,Trick shall provide a method for removing instrumentation job(s).
NASA_Trick_SRS.html,Trick shall support single threaded execution during all modes of operation.
NASA_Trick_SRS.html,Trick shall support multiple threads of execution during run mode.
NASA_Trick_SRS.html,Trick shall support child threads that synchronize execution with each time step of the parent thread (synchronous thread).
NASA_Trick_SRS.html,Trick shall support child threads that does not synchronize execution with the parent thread. Thread jobs are restarted at next available time step from the master thread. (asynchronous thread)
NASA_Trick_SRS.html,Trick shall support child threads that does synchronizes execution with the parent thread at a specified interval. This interval may be greater than a time step in the parent thread (asynchronous must finish (AMF) thread).
NASA_Trick_SRS.html,Trick shall spawn enough threads to accomodate jobs listed within the S_define file.
NASA_Trick_SRS.html,Trick shall provide inter-thread job dependencies. This ensures pre-requesite jobs are completed before current job execution.
NASA_Trick_SRS.html,Trick shall terminate simulation execution if a child thread exits.
NASA_Trick_SRS.html,"Trick shall assign signal handlers to attempt a graceful shutdown of the simulation when the following signals occur: SIGINT, SIGTERM, SIGBUS, SIGSEGV, SIGFPE."
NASA_Trick_SRS.html,Trick shall assign signal handlers to handle the SIGCHLD signal.
NASA_Trick_SRS.html,"Trick shall attempt to terminate the simulation gracefully when a SIGTERM, SIGBUS, or SIGSEGV signal is caught. Program corruption at this point may be too great to complete this requirement, hence ""attempt""."
NASA_Trick_SRS.html,"Trick shall allow the user to assign the system default signal handlers for the signals SIGBUS, SIGSEGV, or SIGFPE signals."
NASA_Trick_SRS.html,Trick shall provide a framework to use a real-time clock source.
NASA_Trick_SRS.html,The framework shall provide a base real-time clock class that provides an interface to initialize the clock.
NASA_Trick_SRS.html,The framework shall provide a base real-time clock class that provides an interface to return the current time.
NASA_Trick_SRS.html,The framework shall provide a base real-time clock class that provides an interface to reset the clock.
NASA_Trick_SRS.html,The framework shall provide a base real-time clock class that provides an interface to wait/spin on the clock to reach a requested time.
NASA_Trick_SRS.html,The framework shall provide a base real-time clock class that provides an interface to stop the clock.
NASA_Trick_SRS.html,Trick shall provide a real-time clock based on the system gettimeofday clock (GetTimeofDay Clock).
NASA_Trick_SRS.html,Trick shall be capable of synchronizing simulation time to a real-time clock.
NASA_Trick_SRS.html,Trick shall be capable of running non-real-time.
NASA_Trick_SRS.html,Trick shall provide the capability to switch between real-time and non-real-time execution.
NASA_Trick_SRS.html,Trick shall detect when the current simulation job execution frame takes longer than the real-time frame (overrun).
NASA_Trick_SRS.html,Trick shall provide the option to respond to simulation overruns by continuing to next frame of execution.
NASA_Trick_SRS.html,Trick shall provide the option to respond to simulation overruns by freezing.
NASA_Trick_SRS.html,Trick shall provide the option to respond to simulation overruns by terminating.
NASA_Trick_SRS.html,"The overrun criteria to cause a response shall be either a single large overrun of a user specified size (in seconds), or a user specified number of overruns is detected."
NASA_Trick_SRS.html,Trick shall detect when the current simulation job execution frame is equal to or shorter than the real-time frame (underrun).
NASA_Trick_SRS.html,Trick shall wait for real-time to catch up to the simulation time before starting the next frame of execution during an underrun.
NASA_Trick_SRS.html,Trick shall provide the option to release the processor (sleep) during an underrun.
NASA_Trick_SRS.html,"Trick shall store an ordered queue of jobs of the same scheduling class. The order shall be based on job class, phase number, sim_object order, and finally order of jobs within the simulation object."
NASA_Trick_SRS.html,Trick shall provide a method to add simulation objects to the queue.
NASA_Trick_SRS.html,Trick shall provide a method to add simulation objects to the queue that ignores the sim_object and job order.
NASA_Trick_SRS.html,Trick shall provide a method to clear the job queue.
NASA_Trick_SRS.html,Trick shall provide a method to get the next job on the list.
NASA_Trick_SRS.html,Trick shall provide a method to search for the next job on the list whose next job call time matches the current simulation time.
NASA_Trick_SRS.html,Trick shall provide a method to reset the search index to the top of the list.
NASA_Trick_SRS.html,Trick shall track the lowest next job call time greater than the current call time.
NASA_Trick_SRS.html,Trick shall provide a method to retrieve the next job call time.
NASA_Trick_SRS.html,Trick shall provide a method to insert a job before each job in the queue.
NASA_Trick_SRS.html,Trick shall provide a method to insert a job before a single job in the queue.
NASA_Trick_SRS.html,Trick shall provide a method to insert a job after each job in the queue.
NASA_Trick_SRS.html,Trick shall provide a method to insert a job after a single job in the queue.
NASA_Trick_SRS.html,Trick shall provide a framework to use a sleep timer.
NASA_Trick_SRS.html,The framework shall provide a base timer class that provides an interface to initialize the timer.
NASA_Trick_SRS.html,The framework shall provide a base timer class that provides an interface to start the timer.
NASA_Trick_SRS.html,The framework shall provide a base timer class that provides an interface to reset the timer.
NASA_Trick_SRS.html,The framework shall provide a base timer class that provides an interface to wait on the timer to expire.
NASA_Trick_SRS.html,The framework shall provide a base timer class that provides an interface to stop the timer.
NASA_Trick_SRS.html,The framework shall provide a base timer class that provides an interface to shutdown the timer.
NASA_Trick_SRS.html,Trick shall provide a sleep timer based on the system itimer (ITimer timer).
ERTMS_SUBSET026_2v360.pdf,ERA * UNISIG * EEIG ERTMS USERS GROUP SUBSET-026-2 3.6.0 13/05/2016 System Requirements Specification Chapter 2 Basic System Description Page 20/25 2.6.5.2 Summary of characteristics of Application Level 1 2.6.5.2.1 Trackside equipment:  Eurobalises for spot transmission from track to train.  Eurobalises must be able to transmit variable information.  Semi continuous infill transmission by using Euroloop or radio infill is optional.
