sector,document,req_text
aerospace,AEROSPACE_SYNTH,DO-178C: The system shall limit mode transition when voltage drop.
aerospace,AEROSPACE_SYNTH,DO-178C: The system shall compute mode transition when sensor fault.
aerospace,AEROSPACE_SYNTH,"Per DO-178C, the avionics application shall store command dispatch within 200 ms."
aerospace,AEROSPACE_SYNTH,"Per DO-178C, the avionics application shall validate command dispatch within 100 ms."
aerospace,AEROSPACE_SYNTH,"Per DO-178C, the avionics application shall compute command dispatch within 200 ms."
aerospace,AEROSPACE_SYNTH,"Per DO-178C, the avionics application shall transmit command dispatch within 100 ms."
aerospace,AEROSPACE_SYNTH,"Per DO-178C, the avionics application shall store command dispatch within 20 ms."
aerospace,AEROSPACE_SYNTH,"In accordance with DO-178C avionics objectives, the flight SW shall store telemetry packets within 50 ms after loss of signal."
aerospace,AEROSPACE_SYNTH,"In accordance with DO-178C avionics objectives, the flight SW shall transmit telemetry packets within 100 ms after sensor fault."
aerospace,AEROSPACE_SYNTH,DO-178C: The system shall compute mode transition when loss of signal.
aerospace,AEROSPACE_SYNTH,DO-178C: The system shall log mode transition when sensor fault.
aerospace,AEROSPACE_SYNTH,"Per DO-178C, the avionics application shall limit command dispatch within 200 ms."
aerospace,AEROSPACE_SYNTH,"In accordance with DO-178C avionics objectives, the flight SW shall compute telemetry packets within 50 ms after voltage drop."
aerospace,AEROSPACE_SYNTH,"Per DO-178C, the avionics application shall store command dispatch within 100 ms."
aerospace,AEROSPACE_SYNTH,DO-178C: The system shall compute mode transition when over-temperature.
aerospace,AEROSPACE_SYNTH,"In accordance with DO-178C avionics objectives, the flight SW shall log telemetry packets within 10 ms after sensor fault."
aerospace,AEROSPACE_SYNTH,DO-178C: The system shall limit mode transition when over-temperature.
aerospace,AEROSPACE_SYNTH,"Per DO-178C, the avionics application shall store command dispatch within 200 ms."
aerospace,AEROSPACE_SYNTH,"Per DO-178C, the avionics application shall store command dispatch within 50 ms."
aerospace,AEROSPACE_SYNTH,DO-178C: The system shall compute mode transition when loss of signal.
aerospace,AEROSPACE_SYNTH,DO-178C: The system shall compute mode transition when loss of signal.
aerospace,AEROSPACE_SYNTH,DO-178C: The system shall validate mode transition when voltage drop.
aerospace,AEROSPACE_SYNTH,"Per DO-178C, the avionics application shall store command dispatch within 100 ms."
aerospace,AEROSPACE_SYNTH,DO-178C: The system shall store mode transition when sensor fault.
aerospace,AEROSPACE_SYNTH,"Per DO-178C, the avionics application shall store command dispatch within 20 ms."
aerospace,AEROSPACE_SYNTH,DO-178C: The system shall store mode transition when voltage drop.
aerospace,AEROSPACE_SYNTH,DO-178C: The system shall transmit mode transition when sensor fault.
aerospace,AEROSPACE_SYNTH,DO-178C: The system shall limit mode transition when over-temperature.
aerospace,AEROSPACE_SYNTH,"In accordance with DO-178C avionics objectives, the flight SW shall compute telemetry packets within 200 ms after sensor fault."
aerospace,AEROSPACE_SYNTH,"In accordance with DO-178C avionics objectives, the flight SW shall compute telemetry packets within 200 ms after loss of signal."
aerospace,AEROSPACE_SYNTH,"In accordance with DO-178C avionics objectives, the flight SW shall validate telemetry packets within 20 ms after loss of signal."
aerospace,AEROSPACE_SYNTH,"Per DO-178C, the avionics application shall transmit command dispatch within 100 ms."
aerospace,AEROSPACE_SYNTH,DO-178C: The system shall limit mode transition when sensor fault.
aerospace,AEROSPACE_SYNTH,"In accordance with DO-178C avionics objectives, the flight SW shall compute telemetry packets within 100 ms after loss of signal."
aerospace,AEROSPACE_SYNTH,DO-178C: The system shall store mode transition when sensor fault.
aerospace,AEROSPACE_SYNTH,"Per DO-178C, the avionics application shall transmit command dispatch within 200 ms."
aerospace,AEROSPACE_SYNTH,"Per DO-178C, the avionics application shall compute command dispatch within 100 ms."
